# Range shifter catalog -- CCB, Cyclotron Centre Bronowice, Krakow, Poland
#
# Plans from this machine report RangeShifterWaterEquivalentThickness (300A,0366)
# = 41.96 mm, i.e. a WET/thickness ratio of 1.150 against the 36.5 mm below. That is
# consistent with Lexan and with DCPT's shifters (1.14), so the DICOM tag and the
# catalogued thickness agree. Dicomexport still does not derive physical thickness from
# the WET tag -- that conversion needs a stopping-power assumption.
#
# id, thickness [mm], material
RS_Block,36.5,Lexan
